,Neighborhood,Year Built,SalePrice,SalePriceUSD
1988,OldTown,1923,100000,"$100,000"
1989,OldTown,1910,184900,"$184,900"
1990,OldTown,1927,145000,"$145,000"
1991,OldTown,1925,125000,"$125,000"
1992,OldTown,1910,114000,"$114,000"
1993,OldTown,1900,90000,"$90,000"
1994,OldTown,1910,144100,"$144,100"
1995,OldTown,1880,117500,"$117,500"
1996,OldTown,1930,124500,"$124,500"
1997,OldTown,1879,185000,"$185,000"
1998,OldTown,1910,133900,"$133,900"
1999,OldTown,1926,152000,"$152,000"
2000,OldTown,1948,153500,"$153,500"
2001,OldTown,1890,159500,"$159,500"
2002,OldTown,1930,87000,"$87,000"
2003,OldTown,1956,104500,"$104,500"
2004,OldTown,1949,110000,"$110,000"
2005,BrkSide,1925,136500,"$136,500"
2006,BrkSide,1950,128250,"$128,250"
2007,BrkSide,1920,144000,"$144,000"
2008,BrkSide,1923,210000,"$210,000"
2009,BrkSide,1939,135000,"$135,000"
2010,BrkSide,1939,128000,"$128,000"
2011,BrkSide,1941,131000,"$131,000"
2012,BrkSide,1939,113000,"$113,000"
2013,BrkSide,1938,126000,"$126,000"
2014,BrkSide,1939,132000,"$132,000"
2015,BrkSide,1930,131750,"$131,750"
2016,BrkSide,1926,132500,"$132,500"
2017,BrkSide,1920,137500,"$137,500"
2018,BrkSide,1929,132000,"$132,000"
2019,BrkSide,1931,127500,"$127,500"
2020,BrkSide,1926,102000,"$102,000"
2021,OldTown,1918,200000,"$200,000"
2022,BrkSide,1919,180500,"$180,500"
2023,BrkSide,1920,165000,"$165,000"
2024,BrkSide,1926,90000,"$90,000"
2025,BrkSide,1915,153575,"$153,575"
2026,OldTown,1929,140000,"$140,000"
2027,OldTown,1916,136000,"$136,000"
2028,OldTown,1901,113000,"$113,000"
2029,OldTown,1901,117000,"$117,000"
2030,IDOTRR,1931,169500,"$169,500"
2031,IDOTRR,1930,139400,"$139,400"
2032,IDOTRR,1963,202500,"$202,500"
2033,IDOTRR,1914,127000,"$127,000"
2034,IDOTRR,1937,141000,"$141,000"
2035,IDOTRR,1950,212300,"$212,300"
2036,IDOTRR,1915,161000,"$161,000"
2037,IDOTRR,1958,99500,"$99,500"
2038,IDOTRR,1920,101000,"$101,000"
2039,IDOTRR,1916,109900,"$109,900"
2040,OldTown,1941,128500,"$128,500"
2041,OldTown,1910,122000,"$122,000"
2042,OldTown,1930,87000,"$87,000"
2043,IDOTRR,1910,50000,"$50,000"
2044,Sawyer,1937,219000,"$219,000"
2045,ClearCr,1946,200500,"$200,500"
2046,Edwards,1940,126000,"$126,000"
2047,SWISU,1942,108500,"$108,500"
2048,Sawyer,1963,130000,"$130,000"
2049,Sawyer,1964,158450,"$158,450"
2050,Sawyer,1964,115400,"$115,400"
2051,Sawyer,1961,118500,"$118,500"
2052,Sawyer,1964,165000,"$165,000"
2053,Sawyer,1966,123000,"$123,000"
2054,Sawyer,1966,129000,"$129,000"
2055,Sawyer,1966,125000,"$125,000"
2056,Sawyer,1968,108000,"$108,000"
2057,Sawyer,1971,119900,"$119,900"
2058,Sawyer,1968,115000,"$115,000"
2059,Sawyer,1967,134500,"$134,500"
2060,Sawyer,1966,127000,"$127,000"
2061,Sawyer,1968,129000,"$129,000"
2062,Sawyer,1977,143500,"$143,500"
2063,Sawyer,1966,129000,"$129,000"
2064,Sawyer,1956,187000,"$187,000"
2065,Sawyer,1920,158000,"$158,000"
2066,Sawyer,1918,112000,"$112,000"
2067,Sawyer,1940,165250,"$165,250"
2068,Sawyer,1954,150000,"$150,000"
2069,Sawyer,1958,137000,"$137,000"
2070,Sawyer,1945,89500,"$89,500"
2071,ClearCr,1971,302000,"$302,000"
2072,ClearCr,1984,182000,"$182,000"
2073,ClearCr,1988,211000,"$211,000"
2074,Edwards,1948,216000,"$216,000"
2075,Edwards,1953,130000,"$130,000"
2076,Edwards,1946,109900,"$109,900"
2077,ClearCr,1954,255000,"$255,000"
2078,Edwards,1950,243000,"$243,000"
2079,Edwards,1954,154000,"$154,000"
2080,SWISU,1958,118000,"$118,000"
2081,Edwards,1958,80000,"$80,000"
2082,Edwards,1977,150000,"$150,000"
2083,Edwards,1920,86000,"$86,000"
2084,Edwards,1984,130000,"$130,000"
2085,Edwards,1951,125000,"$125,000"
2086,Edwards,1951,136500,"$136,500"
2087,Edwards,1920,96000,"$96,000"
2088,Edwards,1957,120000,"$120,000"
2089,SawyerW,1984,228500,"$228,500"
2090,SawyerW,1990,179900,"$179,900"
2091,SawyerW,1990,225000,"$225,000"
2092,SawyerW,1986,301000,"$301,000"
2093,SawyerW,1991,238000,"$238,000"
2094,SawyerW,1989,228500,"$228,500"
2095,SawyerW,1994,220000,"$220,000"
2096,CollgCr,2007,383970,"$383,970"
2097,CollgCr,2006,424870,"$424,870"
2098,CollgCr,2007,250000,"$250,000"
2099,CollgCr,2006,360000,"$360,000"
2100,CollgCr,2006,279500,"$279,500"
2101,CollgCr,2007,200141,"$200,141"
2102,CollgCr,2007,246500,"$246,500"
2103,CollgCr,2007,276000,"$276,000"
2104,CollgCr,2005,203000,"$203,000"
2105,CollgCr,2006,155835,"$155,835"
2106,CollgCr,2006,194000,"$194,000"
2107,CollgCr,2007,195400,"$195,400"
2108,CollgCr,2005,217000,"$217,000"
2109,CollgCr,2006,212999,"$212,999"
2110,CollgCr,2005,175900,"$175,900"
2111,CollgCr,2005,191000,"$191,000"
2112,CollgCr,2006,176432,"$176,432"
2113,SawyerW,1988,277000,"$277,000"
2114,SawyerW,1988,207000,"$207,000"
2115,ClearCr,1958,277000,"$277,000"
2116,ClearCr,1992,240000,"$240,000"
2117,ClearCr,1966,187500,"$187,500"
2118,ClearCr,1976,279000,"$279,000"
2119,CollgCr,1994,139500,"$139,500"
2120,CollgCr,1994,126000,"$126,000"
2121,CollgCr,1995,177500,"$177,500"
2122,CollgCr,1997,175000,"$175,000"
2123,CollgCr,1998,211000,"$211,000"
2124,CollgCr,1994,146000,"$146,000"
2125,CollgCr,1996,147900,"$147,900"
2126,CollgCr,1994,123600,"$123,600"
2127,CollgCr,1997,204750,"$204,750"
2128,CollgCr,1999,235500,"$235,500"
2129,CollgCr,1998,217000,"$217,000"
2130,CollgCr,2001,190550,"$190,550"
2131,CollgCr,2000,217500,"$217,500"
2132,CollgCr,2003,226000,"$226,000"
2133,CollgCr,2003,180000,"$180,000"
2134,CollgCr,1974,131000,"$131,000"
2135,CollgCr,1976,153500,"$153,500"
2136,CollgCr,1977,160000,"$160,000"
2137,CollgCr,1977,134900,"$134,900"
2138,CollgCr,1977,130000,"$130,000"
2139,CollgCr,1975,120000,"$120,000"
2140,CollgCr,1972,112500,"$112,500"
2141,CollgCr,1975,122000,"$122,000"
2142,CollgCr,1972,127000,"$127,000"
2143,CollgCr,1972,117000,"$117,000"
2144,CollgCr,2004,305900,"$305,900"
2145,CollgCr,2002,228500,"$228,500"
2146,CollgCr,2000,270000,"$270,000"
2147,CollgCr,2002,192000,"$192,000"
2148,CollgCr,2003,213000,"$213,000"
2149,CollgCr,2002,200000,"$200,000"
2150,CollgCr,1998,267000,"$267,000"
2151,CollgCr,1994,228000,"$228,000"
2152,CollgCr,2001,275000,"$275,000"
2153,CollgCr,1996,211000,"$211,000"
2154,CollgCr,2002,285000,"$285,000"
2155,CollgCr,1995,240000,"$240,000"
2156,CollgCr,2003,131500,"$131,500"
2157,CollgCr,1999,246900,"$246,900"
2158,CollgCr,2003,219500,"$219,500"
2159,CollgCr,2003,185000,"$185,000"
2160,CollgCr,2007,179400,"$179,400"
2161,CollgCr,2006,213500,"$213,500"
2162,CollgCr,2004,179600,"$179,600"
2163,CollgCr,2005,173500,"$173,500"
2164,CollgCr,2006,167840,"$167,840"
2165,CollgCr,2006,168675,"$168,675"
2166,CollgCr,2005,167000,"$167,000"
2167,Edwards,1965,140000,"$140,000"
2168,Edwards,1967,118500,"$118,500"
2169,Edwards,1963,110000,"$110,000"
2170,Edwards,1965,94750,"$94,750"
2171,Edwards,1925,122000,"$122,000"
2172,Edwards,1960,110000,"$110,000"
2173,Edwards,1990,118500,"$118,500"
2174,Edwards,1976,133500,"$133,500"
2175,Edwards,1976,148000,"$148,000"
2176,Edwards,1979,141000,"$141,000"
2177,Edwards,2006,155000,"$155,000"
2178,Edwards,2005,157000,"$157,000"
2179,Edwards,2005,171500,"$171,500"
2180,Edwards,2008,183850,"$183,850"
2181,Edwards,2007,184750,"$184,750"
2182,Edwards,2005,140000,"$140,000"
2183,Edwards,1959,131750,"$131,750"
2184,Edwards,1955,61500,"$61,500"
2185,Edwards,1954,111000,"$111,000"
2186,Edwards,1946,98500,"$98,500"
2187,Edwards,1931,79000,"$79,000"
2188,Edwards,1920,108500,"$108,500"
2189,Edwards,1954,110000,"$110,000"
2190,Edwards,1910,112000,"$112,000"
2191,Edwards,1955,125000,"$125,000"
2192,Edwards,1955,79275,"$79,275"
2193,Edwards,1954,119000,"$119,000"
2194,SWISU,1914,200000,"$200,000"
2195,SWISU,1923,150000,"$150,000"
2196,Crawfor,1923,165000,"$165,000"
2197,Crawfor,1926,96500,"$96,500"
2198,Crawfor,1926,136500,"$136,500"
2199,Crawfor,1921,146500,"$146,500"
2200,SWISU,1937,175000,"$175,000"
2201,Crawfor,1930,148500,"$148,500"
2202,Crawfor,1921,141500,"$141,500"
2203,Crawfor,1918,189950,"$189,950"
2204,Crawfor,1926,135000,"$135,000"
2205,Crawfor,1941,164000,"$164,000"
2206,Crawfor,1913,90350,"$90,350"
2207,Crawfor,1910,139000,"$139,000"
2208,Crawfor,1938,119750,"$119,750"
2209,Crawfor,1946,145000,"$145,000"
2210,Crawfor,1949,145000,"$145,000"
2211,Crawfor,1927,238000,"$238,000"
2212,Crawfor,1951,153500,"$153,500"
2213,Crawfor,1918,239000,"$239,000"
2214,Crawfor,1934,359100,"$359,100"
2215,Crawfor,1930,188000,"$188,000"
2216,Crawfor,1932,220000,"$220,000"
2217,Crawfor,1941,140000,"$140,000"
2218,Crawfor,1932,315000,"$315,000"
2219,Crawfor,1945,259500,"$259,500"
2220,Crawfor,1957,257500,"$257,500"
2221,Crawfor,1940,219500,"$219,500"
2222,Crawfor,1953,217000,"$217,000"
2223,Crawfor,1960,201000,"$201,000"
2224,Crawfor,1968,215000,"$215,000"
2225,Blueste,1980,123900,"$123,900"
2226,Crawfor,1995,170000,"$170,000"
2227,Blueste,1988,200000,"$200,000"
2228,Crawfor,1971,198000,"$198,000"
2229,Crawfor,1957,200624,"$200,624"
2230,Crawfor,1986,315000,"$315,000"
2231,IDOTRR,1919,115000,"$115,000"
2232,IDOTRR,1940,141000,"$141,000"
2233,IDOTRR,1941,87000,"$87,000"
2234,IDOTRR,1925,129850,"$129,850"
2235,IDOTRR,1939,100000,"$100,000"
2236,IDOTRR,1923,150909,"$150,909"
2237,IDOTRR,1922,75200,"$75,200"
2238,IDOTRR,1920,118400,"$118,400"
2239,IDOTRR,1920,67000,"$67,000"
2240,IDOTRR,1950,152000,"$152,000"
2241,IDOTRR,1939,68104,"$68,104"
2242,IDOTRR,1895,119600,"$119,600"
2243,IDOTRR,1957,140000,"$140,000"
2244,IDOTRR,1930,124900,"$124,900"
2245,Crawfor,2006,375000,"$375,000"
2246,Crawfor,2006,235000,"$235,000"
2247,Mitchel,1979,183500,"$183,500"
2248,Mitchel,1978,156000,"$156,000"
2249,Mitchel,1983,134000,"$134,000"
2250,Mitchel,2002,215000,"$215,000"
2251,Mitchel,2002,245000,"$245,000"
2252,Mitchel,1991,210000,"$210,000"
2253,Mitchel,1975,148000,"$148,000"
2254,Mitchel,1974,143000,"$143,000"
2255,Timber,1987,244000,"$244,000"
2256,GrnHill,1998,330000,"$330,000"
2257,Timber,1959,170000,"$170,000"
2258,Timber,1958,257000,"$257,000"
2259,Timber,2006,231713,"$231,713"
2260,Timber,2006,267300,"$267,300"
2261,Timber,2006,265900,"$265,900"
2262,Timber,2007,239000,"$239,000"
2263,Timber,2006,248900,"$248,900"
2264,Timber,1985,174000,"$174,000"
2265,Timber,1990,187500,"$187,500"
2266,Timber,1996,204000,"$204,000"
2267,Timber,2001,180500,"$180,500"
2268,Timber,2003,187500,"$187,500"
2269,Timber,2002,282000,"$282,000"
2270,Timber,1996,178000,"$178,000"
2271,Timber,2002,270000,"$270,000"
2272,Timber,2003,279900,"$279,900"
2273,Timber,1963,186700,"$186,700"
2274,Timber,2006,283463,"$283,463"
2275,Timber,2006,392000,"$392,000"
2276,Timber,2005,281213,"$281,213"
2277,Mitchel,2007,147000,"$147,000"
2278,Mitchel,1953,130000,"$130,000"
2279,Mitchel,1996,140000,"$140,000"
2280,Mitchel,1963,132250,"$132,250"
2281,Mitchel,1967,143000,"$143,000"
2282,Mitchel,1961,168000,"$168,000"
2283,MeadowV,1976,129900,"$129,900"
2284,MeadowV,1976,134000,"$134,000"
2285,MeadowV,1972,85500,"$85,500"
2286,MeadowV,1970,106500,"$106,500"
2287,MeadowV,1970,93900,"$93,900"
2288,MeadowV,1970,75000,"$75,000"
2289,MeadowV,1970,84500,"$84,500"
2290,MeadowV,1976,75190,"$75,190"
2291,Mitchel,1976,146800,"$146,800"
2292,Mitchel,1977,153500,"$153,500"
2293,Mitchel,1977,188000,"$188,000"
2294,Mitchel,1977,196000,"$196,000"
2295,Mitchel,1977,157000,"$157,000"
2296,Mitchel,1971,138000,"$138,000"
2297,Mitchel,1970,129500,"$129,500"
2298,Mitchel,1961,80000,"$80,000"
2299,Mitchel,1982,129500,"$129,500"
2300,Mitchel,1976,135000,"$135,000"
2301,Mitchel,1982,124500,"$124,500"
2302,Mitchel,1983,139000,"$139,000"
2303,Mitchel,1991,93500,"$93,500"
2304,Mitchel,1984,124500,"$124,500"
2305,NAmes,1954,149900,"$149,900"
2306,NAmes,1956,157500,"$157,500"
2307,NAmes,1957,169000,"$169,000"
2308,NAmes,1957,252000,"$252,000"
2309,NAmes,1969,192100,"$192,100"
2310,Gilbert,1997,183500,"$183,500"
2311,Gilbert,1997,222000,"$222,000"
2312,Gilbert,1995,170000,"$170,000"
2313,Gilbert,1995,187500,"$187,500"
2314,Gilbert,1996,202000,"$202,000"
2315,Gilbert,1997,185000,"$185,000"
2316,Gilbert,2005,320000,"$320,000"
2317,Gilbert,2006,240000,"$240,000"
2318,Gilbert,2005,250000,"$250,000"
2319,Gilbert,2005,239900,"$239,900"
2320,Gilbert,2005,309000,"$309,000"
2321,Gilbert,2006,274725,"$274,725"
2322,StoneBr,1994,270000,"$270,000"
2323,Gilbert,1993,183500,"$183,500"
2324,Gilbert,1993,165600,"$165,600"
2325,Gilbert,1998,176500,"$176,500"
2326,StoneBr,1987,130000,"$130,000"
2327,StoneBr,1987,239000,"$239,000"
2328,StoneBr,1985,275000,"$275,000"
2329,StoneBr,2005,457347,"$457,347"
2330,StoneBr,2006,545224,"$545,224"
2331,StoneBr,2006,356383,"$356,383"
2332,StoneBr,2005,556581,"$556,581"
2333,StoneBr,2006,361919,"$361,919"
2334,StoneBr,2006,535000,"$535,000"
2335,StoneBr,2005,401179,"$401,179"
2336,StoneBr,2006,438780,"$438,780"
2337,Gilbert,1948,169000,"$169,000"
2338,Gilbert,1955,145000,"$145,000"
2339,StoneBr,2005,318000,"$318,000"
2340,StoneBr,2005,319000,"$319,000"
2341,StoneBr,2005,470000,"$470,000"
2342,NWAmes,1984,202500,"$202,500"
2343,NWAmes,1988,229000,"$229,000"
2344,NWAmes,1977,235000,"$235,000"
2345,NWAmes,1976,190000,"$190,000"
2346,NWAmes,1980,169000,"$169,000"
2347,NWAmes,1988,241500,"$241,500"
2348,NWAmes,1978,188900,"$188,900"
2349,NWAmes,1980,207500,"$207,500"
2350,NWAmes,1978,250000,"$250,000"
2351,NWAmes,1975,179900,"$179,900"
2352,NWAmes,1976,172000,"$172,000"
2353,Somerst,2005,294323,"$294,323"
2354,NWAmes,1975,184500,"$184,500"
2355,NWAmes,1975,153500,"$153,500"
2356,NWAmes,1976,162900,"$162,900"
2357,NWAmes,1974,181000,"$181,000"
2358,NWAmes,1974,155000,"$155,000"
2359,NAmes,1969,138800,"$138,800"
2360,NAmes,1970,116050,"$116,050"
2361,NAmes,1971,88000,"$88,000"
2362,NAmes,1971,97500,"$97,500"
2363,NAmes,2002,190000,"$190,000"
2364,BrDale,1973,105500,"$105,500"
2365,BrDale,1973,125500,"$125,500"
2366,BrDale,1973,83000,"$83,000"
2367,BrDale,1972,116000,"$116,000"
2368,BrDale,1971,91500,"$91,500"
2369,BrDale,1972,118000,"$118,000"
2370,BrDale,1972,89000,"$89,000"
2371,BrDale,1972,108000,"$108,000"
2372,BrDale,1972,94500,"$94,500"
2373,NPkVill,1975,146300,"$146,300"
2374,NAmes,1967,145000,"$145,000"
2375,NAmes,1967,123000,"$123,000"
2376,NPkVill,1976,137500,"$137,500"
2377,NPkVill,1976,144000,"$144,000"
2378,NridgHt,2004,315000,"$315,000"
2379,NridgHt,2006,412083,"$412,083"
2380,NridgHt,2006,342643,"$342,643"
2381,NridgHt,2004,252000,"$252,000"
2382,NridgHt,2006,465000,"$465,000"
2383,NridgHt,2006,293000,"$293,000"
2384,NridgHt,2005,415000,"$415,000"
2385,NridgHt,2004,326000,"$326,000"
2386,NridgHt,2005,325300,"$325,300"
2387,NridgHt,2004,309000,"$309,000"
2388,NridgHt,2005,300000,"$300,000"
2389,NridgHt,2005,275500,"$275,500"
2390,NridgHt,2005,338500,"$338,500"
2391,NridgHt,2005,345000,"$345,000"
2392,NridgHt,2005,344133,"$344,133"
2393,NridgHt,2006,298236,"$298,236"
2394,NridgHt,2005,329900,"$329,900"
2395,NridgHt,2003,360000,"$360,000"
2396,NridgHt,2006,281000,"$281,000"
2397,NridgHt,2005,372397,"$372,397"
2398,NridgHt,2004,378000,"$378,000"
2399,NridgHt,2003,374000,"$374,000"
2400,NridgHt,2005,437154,"$437,154"
2401,NridgHt,2005,275000,"$275,000"
2402,NridgHt,2004,279000,"$279,000"
2403,NridgHt,2005,185850,"$185,850"
2404,NridgHt,2005,282500,"$282,500"
2405,NridgHt,2005,202500,"$202,500"
2406,NridgHt,2005,202665,"$202,665"
2407,NridgHt,2006,332200,"$332,200"
2408,NridgHt,2006,310090,"$310,090"
2409,NridgHt,2003,171750,"$171,750"
2410,Gilbert,2005,169990,"$169,990"
2411,Gilbert,2005,170440,"$170,440"
2412,Gilbert,2006,169985,"$169,985"
2413,Gilbert,2006,179665,"$179,665"
2414,Gilbert,2006,219210,"$219,210"
2415,Gilbert,2006,174190,"$174,190"
2416,Gilbert,2006,172785,"$172,785"
2417,Gilbert,2004,258000,"$258,000"
2418,Gilbert,2006,185101,"$185,101"
2419,Blmngtn,2006,210250,"$210,250"
2420,Blmngtn,2003,234000,"$234,000"
2421,Blmngtn,2003,215000,"$215,000"
2422,Blmngtn,2002,246990,"$246,990"
2423,Blmngtn,2004,178740,"$178,740"
2424,Blmngtn,2004,225000,"$225,000"
2425,Blmngtn,2005,167240,"$167,240"
2426,Blmngtn,2005,156820,"$156,820"
2427,Blmngtn,2005,213490,"$213,490"
2428,Blmngtn,2006,264561,"$264,561"
2429,Blmngtn,2006,246578,"$246,578"
2430,Gilbert,2005,192140,"$192,140"
2431,Gilbert,2002,183200,"$183,200"
2432,Gilbert,2004,178000,"$178,000"
2433,Gilbert,2004,201490,"$201,490"
2434,Gilbert,2000,230500,"$230,500"
2435,Gilbert,2003,180000,"$180,000"
2436,Gilbert,2000,172400,"$172,400"
2437,Gilbert,2000,215000,"$215,000"
2438,Gilbert,1998,199900,"$199,900"
2439,Gilbert,2000,173000,"$173,000"
2440,Gilbert,2006,287602,"$287,602"
2441,Gilbert,1999,230000,"$230,000"
2442,NoRidge,1997,348000,"$348,000"
2443,NoRidge,1998,286000,"$286,000"
2444,NoRidge,2000,300000,"$300,000"
2445,NoRidge,1995,625000,"$625,000"
2446,NoRidge,2000,405000,"$405,000"
2447,NoRidge,1998,280000,"$280,000"
2448,NoRidge,1998,258000,"$258,000"
2449,NoRidge,1995,350000,"$350,000"
2450,NoRidge,1993,584500,"$584,500"
2451,NoRidge,1994,321000,"$321,000"
2452,NoRidge,1994,290000,"$290,000"
2453,NoRidge,1993,315000,"$315,000"
2454,Somerst,2005,252000,"$252,000"
2455,Somerst,2006,336820,"$336,820"
2456,Somerst,2005,423000,"$423,000"
2457,Somerst,2006,290000,"$290,000"
2458,Somerst,2005,232000,"$232,000"
2459,Somerst,2006,199000,"$199,000"
2460,Somerst,2006,198600,"$198,600"
2461,Somerst,2006,405749,"$405,749"
2462,Somerst,2006,232600,"$232,600"
2463,Somerst,2006,266000,"$266,000"
2464,Somerst,2005,186500,"$186,500"
2465,Somerst,2005,200825,"$200,825"
2466,Somerst,2006,197000,"$197,000"
2467,Somerst,2006,185000,"$185,000"
2468,Somerst,2005,176000,"$176,000"
2469,Somerst,2006,187750,"$187,750"
2470,SawyerW,2005,139500,"$139,500"
2471,SawyerW,2005,186800,"$186,800"
2472,SawyerW,2005,132000,"$132,000"
2473,SawyerW,2005,142500,"$142,500"
2474,SawyerW,2004,158000,"$158,000"
2475,SawyerW,2005,184000,"$184,000"
2476,SawyerW,2005,184900,"$184,900"
2477,SawyerW,1997,187000,"$187,000"
2478,SawyerW,1992,175900,"$175,900"
2479,SawyerW,1992,248500,"$248,500"
2480,SawyerW,1990,172000,"$172,000"
2481,SawyerW,1991,151000,"$151,000"
2482,SawyerW,1994,150000,"$150,000"
2483,SawyerW,1966,107000,"$107,000"
2484,SawyerW,1965,119900,"$119,900"
2485,Sawyer,1962,129500,"$129,500"
2486,Sawyer,1963,125000,"$125,000"
2487,Sawyer,1977,119500,"$119,500"
2488,Sawyer,1962,144000,"$144,000"
2489,Sawyer,1977,151000,"$151,000"
2490,Sawyer,1965,126000,"$126,000"
2491,Sawyer,1968,116000,"$116,000"
2492,Sawyer,1963,133500,"$133,500"
2493,Sawyer,1965,120875,"$120,875"
2494,Sawyer,1965,137000,"$137,000"
2495,Sawyer,1964,124000,"$124,000"
2496,Sawyer,1961,135000,"$135,000"
2497,Sawyer,1967,129200,"$129,200"
2498,Veenker,1974,260000,"$260,000"
2499,NoRidge,1991,260000,"$260,000"
2500,NoRidge,1992,334000,"$334,000"
2501,NoRidge,1993,310000,"$310,000"
2502,NoRidge,1992,268000,"$268,000"
2503,NoRidge,1994,262000,"$262,000"
2504,Somerst,2004,176400,"$176,400"
2505,Somerst,2005,197000,"$197,000"
2506,Somerst,2005,151000,"$151,000"
2507,Somerst,2005,147400,"$147,400"
2508,Somerst,2005,149900,"$149,900"
2509,Somerst,2005,144152,"$144,152"
2510,Somerst,2000,166000,"$166,000"
2511,Somerst,1999,183900,"$183,900"
2512,Somerst,2000,165000,"$165,000"
2513,Somerst,2003,139000,"$139,000"
2514,Somerst,1997,200000,"$200,000"
2515,Somerst,2001,221000,"$221,000"
2516,Veenker,1995,270000,"$270,000"
2517,Veenker,1977,165000,"$165,000"
2518,Greens,1980,214000,"$214,000"
2519,Greens,1980,188000,"$188,000"
2520,Greens,1980,190000,"$190,000"
2521,Greens,1978,170000,"$170,000"
2522,Veenker,1981,385000,"$385,000"
2523,NWAmes,1972,146500,"$146,500"
2524,NWAmes,1968,170000,"$170,000"
2525,NWAmes,1968,262500,"$262,500"
2526,NWAmes,1968,179900,"$179,900"
2527,NWAmes,1968,250000,"$250,000"
2528,NWAmes,1972,165150,"$165,150"
2529,NWAmes,1967,164500,"$164,500"
2530,NWAmes,1969,140000,"$140,000"
2531,NAmes,1967,135500,"$135,500"
2532,NAmes,1968,142000,"$142,000"
2533,NAmes,1968,155000,"$155,000"
2534,NAmes,1968,157500,"$157,500"
2535,NAmes,1968,138500,"$138,500"
2536,NAmes,1968,140000,"$140,000"
2537,NAmes,1966,124400,"$124,400"
2538,NAmes,1967,158000,"$158,000"
2539,NAmes,1965,146000,"$146,000"
2540,NWAmes,1971,190000,"$190,000"
2541,NAmes,1961,136500,"$136,500"
2542,NAmes,1958,129900,"$129,900"
2543,NAmes,1959,145000,"$145,000"
2544,NAmes,1965,185900,"$185,900"
2545,NAmes,1964,160000,"$160,000"
2546,NAmes,1964,167000,"$167,000"
2547,NAmes,1964,157500,"$157,500"
2548,NAmes,1958,140000,"$140,000"
2549,NAmes,1958,150000,"$150,000"
2550,NAmes,1960,151500,"$151,500"
2551,NAmes,1934,129800,"$129,800"
2552,NAmes,1954,137000,"$137,000"
2553,NAmes,1947,137000,"$137,000"
2554,BrkSide,1946,121600,"$121,600"
2555,BrkSide,1923,85500,"$85,500"
2556,BrkSide,1926,79900,"$79,900"
2557,BrkSide,1908,127000,"$127,000"
2558,NAmes,1961,161000,"$161,000"
2559,NAmes,1952,146500,"$146,500"
2560,NAmes,1951,135000,"$135,000"
2561,NAmes,1951,137900,"$137,900"
2562,NAmes,1941,133000,"$133,000"
2563,NAmes,1949,137000,"$137,000"
2564,NAmes,1954,121000,"$121,000"
2565,NAmes,1967,119000,"$119,000"
2566,NAmes,1964,172000,"$172,000"
2567,NAmes,1961,98600,"$98,600"
2568,NAmes,1966,226000,"$226,000"
2569,NAmes,1954,118000,"$118,000"
2570,NAmes,1918,235000,"$235,000"
2571,NAmes,1963,135000,"$135,000"
2572,NAmes,1962,132500,"$132,500"
2573,NAmes,1959,143000,"$143,000"
2574,NAmes,1957,132000,"$132,000"
2575,NAmes,1960,145250,"$145,250"
2576,NAmes,1958,162000,"$162,000"
2577,NAmes,1956,148000,"$148,000"
2578,NAmes,1957,141000,"$141,000"
2579,NAmes,1956,153000,"$153,000"
2580,NAmes,1957,134450,"$134,450"
2581,NAmes,1979,135960,"$135,960"
2582,NAmes,1954,156000,"$156,000"
2583,NAmes,1954,140000,"$140,000"
2584,NAmes,1952,139500,"$139,500"
2585,NAmes,1951,155000,"$155,000"
2586,NAmes,1956,127000,"$127,000"
2587,NAmes,1956,133500,"$133,500"
2588,NAmes,1955,125000,"$125,000"
2589,NAmes,1951,142000,"$142,000"
2590,NAmes,1941,167000,"$167,000"
2591,NAmes,1956,159000,"$159,000"
2592,OldTown,1925,180000,"$180,000"
2593,NAmes,1947,127000,"$127,000"
2594,OldTown,1924,112000,"$112,000"
2595,OldTown,1930,99800,"$99,800"
2596,OldTown,1954,117000,"$117,000"
2597,OldTown,1921,108480,"$108,480"
2598,NAmes,1929,68000,"$68,000"
2599,OldTown,1900,86900,"$86,900"
2600,OldTown,1920,120000,"$120,000"
2601,OldTown,1915,155500,"$155,500"
2602,OldTown,1910,80000,"$80,000"
2603,OldTown,1915,105000,"$105,000"
2604,OldTown,1900,160000,"$160,000"
2605,OldTown,1936,170000,"$170,000"
2606,NAmes,1965,160000,"$160,000"
2607,NAmes,1966,159950,"$159,950"
2608,NAmes,1963,165000,"$165,000"
2609,NAmes,1962,159000,"$159,000"
2610,NAmes,1962,147000,"$147,000"
2611,NAmes,1964,115000,"$115,000"
2612,NAmes,1959,159500,"$159,500"
2613,NAmes,1959,120000,"$120,000"
2614,NAmes,1957,129900,"$129,900"
2615,NAmes,1961,183000,"$183,000"
2616,NAmes,1959,157500,"$157,500"
2617,NAmes,1962,277500,"$277,500"
2618,NAmes,1957,207500,"$207,500"
2619,NAmes,1950,147500,"$147,500"
2620,NAmes,1949,135000,"$135,000"
2621,NAmes,1950,109500,"$109,500"
2622,NAmes,1950,109900,"$109,900"
2623,NAmes,1959,133700,"$133,700"
2624,NAmes,1950,81400,"$81,400"
2625,NAmes,1949,87500,"$87,500"
2626,NAmes,1950,93500,"$93,500"
2627,NAmes,1960,119000,"$119,000"
2628,NAmes,1959,141000,"$141,000"
2629,NAmes,1961,146000,"$146,000"
2630,NAmes,1966,155000,"$155,000"
2631,NAmes,1962,134500,"$134,500"
2632,NAmes,1962,120000,"$120,000"
